identifier,type,id,construction/disused,latitude,longitude,operator,access,opening_hours,network,addr:street,addr:city,addr:postcode,addr:country,phone,website,socket:chademo,socket:chademo:current,socket:chademo:output,socket:chademo:voltage,socket:tesla_destination,socket:tesla_destination:current,socket:tesla_destination:output,socket:tesla_destination:voltage,socket:tesla_supercharger_ccs,socket:tesla_supercharger_ccs:current,socket:tesla_supercharger_ccs:output,socket:tesla_supercharger_ccs:voltage,socket:type2,socket:type2:current,socket:type2:output,socket:type2:voltage,socket:type2_cable,socket:type2_cable:current,socket:type2_cable:output,socket:type2_cable:voltage,socket:type2_combo,socket:type2_combo:current,socket:type2_combo:output,socket:type2_combo:voltage
VVD-00011,unassigned_point,node/9929798451,no,41.642135,-8.4346555,EDP,yes,24/7,Mobi.E,,,,PT,+351 800 222 222,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
VVD-00012,unassigned_point,node/10571447302,no,41.6407039,-8.4357343,EDP,yes,24/7,Mobi.E,,,,PT,+351 800 222 222,https://www.mobie.pt,1,125,50 kW,500,0,0,0,0,0,0,0,0,1,32,22 kW,400,0,0,0,0,1,200,90 kW,1000
VVD-00013,unassigned_point,node/10903488063,no,41.6705478,-8.4988956,EDP,yes,24/7,Mobi.E,,,,PT,+351 800 222 222,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
VVD-00014,unassigned_point,node/8490022617,no,41.64333,-8.4335266,Atlante,yes,24/7,Mobi.E,,Vila Verde,,PT,+351 800 296 929;+351 234 246 050,https://www.mobie.pt,1,120,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,1,63,43 kW,400,1,125,50 kW,500
VVD-00016,unassigned_point,node/11670188436,no,41.5884998,-8.5355802,Iberdrola,customers,24/7,Mobi.E,,,,PT,+351 800 607 717,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0
VVD-00017,unassigned_point,node/12212602680,no,41.6539355,-8.4318757,EDP,yes,24/7,Mobi.E,,,,PT,+351 800 222 222,https://www.mobie.pt,1,125,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,1,32,22 kW,400,1,125,60 kW,500
VVD-00019,unassigned_point,node/12676420279,no,41.689922,-8.505137,Galp Power,yes,24/7,Mobi.E,,,,PT,+351 800 249 249,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,250,120 kW,1000
VVD-00020,unassigned_point,node/12321281292,no,41.6379367,-8.4766876,Iberdrola,customers,24/7,Mobi.E,,,,PT,+351 800 607 717,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0
VVD-00021,unassigned_point,node/12499119019,no,41.6379145,-8.476624,Iberdrola,customers,24/7,Mobi.E,,,,PT,+351 800 607 717,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0
VVD-00022,unassigned_point,node/12621482638,no,41.6525766,-8.4386771,Helexia II,yes,24/7,Mobi.E,,,,PT,+351 210 181 157,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,375,100 kW,1000
VVD-00023,unassigned_point,node/9848120758,no,41.6466812,-8.4377601,Galp Power,yes,24/7,Mobi.E,,,,PT,+351 800 249 249,https://www.mobie.pt/,1,120,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,1,32,22 kW,400,1,125,50 kW,500
VVR-00001,unassigned_point,node/8290153278,no,39.6576393,-7.6762508,EDP,yes,24/7,Mobi.E,,,,PT,+351 800 222 222,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
VVR-00002,unassigned_point,node/9847958422,no,39.5736592,-7.7826986,Galp Geste,yes,24/7,Mobi.E,,,,PT,+351 800 249 249,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,200,180 kW,1000
VVR-00003,unassigned_point,node/9847958421,no,39.5730948,-7.782292,Galp Geste,yes,24/7,Mobi.E,,,,PT,+351 800 249 249,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,200,180 kW,1000
VVR-00004/5 -> VVR-00004,child_point,child/node/12068698213,no,39.630475149999995,-7.7519257999999995,Atlante,yes,24/7,Mobi.E,,,,PT,+351 800 296 929;+351 234 246 050,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,500,300 kW,1000
VVR-00004/5 -> VVR-00005,child_point,child/node/12847289172,no,39.630475149999995,-7.7519257999999995,Atlante,yes,24/7,Mobi.E,,,,PT,+351 800 296 929;+351 234 246 050,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,500,300 kW,1000
VVR-00006,unassigned_point,node/12720378217,no,39.65743,-7.67644,Logical Gravity,yes,24/7,Mobi.E,,,,PT,+351 210 939 606;+351 224 801 080,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
VVR-00007,unassigned_point,node/12845092777,no,39.656721,-7.6609247,Charging Together,yes,24/7,Mobi.E,,,,PT,+351 800 917 576,https://www.mobie.pt,1,200,80 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,500,150 kW,1000
VZL-00001,unassigned_point,node/8072503636,no,40.6861867,-8.2322252,Galp Geste,yes,24/7,Mobi.E,A 25,Vouzela,,PT,+351 800 249 249,https://www.mobie.pt,1,120,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,1,63,43 kW,400,1,125,50 kW,500
VZL-00002,unassigned_point,node/8072503635,no,40.6869911,-8.2302309,Galp Geste,yes,24/7,Mobi.E,A 25,Vouzela,,PT,+351 800 249 249,https://www.mobie.pt,1,120,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,1,63,43 kW,400,1,125,50 kW,500
VZL-00003,unassigned_point,node/8112766310,no,40.7214431,-8.109549,Atlante,yes,24/7,Mobi.E,,,,PT,+351 800 296 929;+351 234 246 050,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
VZL-00004,unassigned_point,node/12259445104,no,40.6725855,-8.218066,EDP,customers,24/7,Mobi.E,,,,PT,+351 800 222 222,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
VZL-00005,unassigned_point,node/12259450741,no,40.7210154,-8.1153616,EDP,customers,24/7,Mobi.E,,,,PT,+351 800 222 222,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
Vale d'Oliveiras Quinta Resort & SPA Tesla Destination Charger,unassigned_point,node/6989961463,no,37.1205567,-8.4913386,Tesla,customers,,Tesla,,,8401-904,PT,+351 282 380 560,https://www.tesla.com/pt_PT/findus/list/chargers/Portugal,0,0,0,0,1,0,22 kW,0,0,0,0,0,0,0,0,0,1,0,22 kW,0,0,0,0,0
VetMinho,unassigned_point,node/9416341423,no,41.9249363,-8.7543735,VetMinho,customers,,,,,,PT,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,2 kW,230,0,0,0,0
Vila Rosa,unassigned_point,node/9572465515,no,37.1249273,-8.5396168,,private,,,,,,PT,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,200,80 kW,1000
Vilalara Thalassa Resort Tesla Destination Charger,unassigned_point,node/6979846143,no,37.1004368,-8.3795955,Tesla,customers,,Tesla,,,8400-385 Albufeira,PT,+351 282 320 000,https://www.tesla.com/pt_PT/findus/list/chargers/Portugal,0,0,0,0,1,0,22 kW,0,0,0,0,0,0,0,0,0,1,0,22 kW,0,0,0,0,0
Villa Batalha Hotel Tesla Destination Charger -> dc513566,child_point,child/node/8199671207,no,39.663637516555575,-8.824243898855562,Tesla,customers,,Tesla,,,,PT,,https://www.tesla.com/pt_PT/findus/list/chargers/Portugal,0,0,0,0,2,0,11 kW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Villa Batalha Hotel Tesla Destination Charger -> dc513566,child_point,child/node/13168248554,no,39.663637516555575,-8.824243898855562,Tesla,customers,,Tesla,,,,PT,,https://www.tesla.com/pt_PT/findus/list/chargers/Portugal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11 kW,0,0,0,0,0
Villa Batalha Hotel Tesla Destination Charger -> dc513566,child_point,child/node/13168248555,no,39.663637516555575,-8.824243898855562,Tesla,customers,,Tesla,,,,PT,,https://www.tesla.com/pt_PT/findus/list/chargers/Portugal,0,0,0,0,2,0,11 kW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Villa Doris Suites Tesla Destination Charger,unassigned_point,node/7031489672,no,37.0916519,-8.6712156,Tesla,customers,,Tesla,,,8600-310,PT,+351 282 770 620,https://www.tesla.com/pt_PT/findus/list/chargers/Portugal,0,0,0,0,1,0,17 kW,0,0,0,0,0,0,0,0,0,1,0,17 kW,0,0,0,0,0
Villa Mar Azul Tesla Destination Charger,unassigned_point,node/7031570579,no,37.0882885,-8.6861891,Tesla,customers,,Tesla,,,8600-513,PT,+351 282 760 261,https://www.tesla.com/pt_PT/findus/list/chargers/Portugal,0,0,0,0,1,0,11 kW,0,0,0,0,0,0,0,0,0,1,0,11 kW,0,0,0,0,0
Villa Monte D'Oiro Tesla Destination Charger,unassigned_point,node/7031087647,no,37.1163283,-8.7002398,Tesla,customers,,Tesla,,,8600-310,PT,+351 918 734 500,https://www.tesla.com/pt_PT/findus/list/chargers/Portugal,0,0,0,0,1,0,11 kW,0,0,0,0,0,0,0,0,0,1,0,11 kW,0,0,0,0,0
XPZ Madeiras,unassigned_point,node/9490727984,no,41.570513,-8.7389359,XPZ Madeiras,customers,,,,,,PT,,,0,0,0,0,0,0,0,0,0,0,0,0,1,16,11 kW,400,0,0,0,0,0,0,0,0
You and the Sea,unassigned_point,node/9176701042,no,38.9538273,-9.4128183,You and the Sea,customers,24/7,,,,,PT,,,0,0,0,0,0,0,0,0,0,0,0,0,1,32,22 kW,400,0,0,0,0,0,0,0,0
Your Hotel & Spa,unassigned_point,node/8283808791,no,39.5692481,-9.0022244,Your Hotel & Spa,customers,,,,,,PT,,,0,0,0,0,0,0,0,0,0,0,0,0,1,32,22 kW,400,0,0,0,0,0,0,0,0
[BCS] Floema teste,unassigned_point,node/11866861969,no,40.1100609,-8.4646089,,yes,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ahoxus (call for emergencies),unassigned_point,node/8891759742,no,41.2706515,-7.674194,cauema,private,24/7,,,,,,+351 918 424 479,http://ahoxus.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dc22787,unassigned_point,node/8198602709,no,38.722113,-9.1491598,Tesla,customers,,Tesla,,,,PT,,https://www.tesla.com/pt_PT/findus/list/chargers/Portugal,0,0,0,0,1,0,11 kW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dc62260,unassigned_point,node/8198915433,yes,39.410558,-8.9626885,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dc90385,unassigned_point,node/7028293058,yes,37.3170799,-8.7983108,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node/10022555440,unassigned_point,node/10022555440,yes,41.4042731,-8.7673014,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node/10218086015,unassigned_point,node/10218086015,yes,38.7655147,-9.187578,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node/10572377709,unassigned_point,node/10572377709,no,32.6425469,-16.9166412,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node/10658770684,unassigned_point,node/10658770684,no,40.4737383,-7.9763863,"Olimpio Dias Tavares & filhos, Lda",customers,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,32,22 kW,400,0,0,0,0,0,0,0,0
node/10686950028,unassigned_point,node/10686950028,no,38.7689069,-9.159926,ISTEC,private,,,,,,PT,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node/10743206058,unassigned_point,node/10743206058,yes,40.642063,-8.656493,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node/10901519591,unassigned_point,node/10901519591,yes,37.0218425,-8.9252047,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node/10911864409,unassigned_point,node/10911864409,no,38.760784,-9.094669,,private,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
node/10939567581,unassigned_point,node/10939567581,no,39.3581126,-9.1579046,,yes,,,,,,PT,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node/11049797153,unassigned_point,node/11049797153,no,38.3807693,-8.1578491,Monte Cabeça Gorda,customers,,,,,,PT,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node/11074059215,unassigned_point,node/11074059215,yes,38.6953939,-8.9426957,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node/11098437355,unassigned_point,node/11098437355,no,39.4706926,-8.4396183,Enforce,yes,,,,,,PT,,,0,0,0,0,0,0,0,0,0,0,0,0,1,16,11 kW,400,0,0,0,0,0,0,0,0
node/11197718497,unassigned_point,node/11197718497,no,41.2863944,-7.7391366,,customers,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node/11281906537,unassigned_point,node/11281906537,no,40.6415486,-8.6530219,,private,24/7,,,,,PT,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
node/11573528247,unassigned_point,node/11573528247,no,41.1441846,-8.581653,,private,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node/11573528248,unassigned_point,node/11573528248,no,41.1441892,-8.5817167,,private,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node/11573528249,unassigned_point,node/11573528249,no,41.1441925,-8.5817743,,private,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node/11573528250,unassigned_point,node/11573528250,no,41.1441973,-8.581838,,private,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node/11751340848,unassigned_point,node/11751340848,no,40.4710827,-7.9751888,Casa dos Chuchos,private,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node/11831797869,unassigned_point,node/11831797869,no,41.6352611,-8.1398822,EVCE,private,24/7,,,,,,+351 800 301 303,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,190,180 kW,1000
node/11847327677,unassigned_point,node/11847327677,no,38.7718736,-9.1049015,Mercedes-Benz,customers,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node/11867258965,unassigned_point,node/11867258965,yes,38.004945,-7.8573317,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node/11916428852,unassigned_point,node/11916428852,no,40.6414954,-8.6543717,,private,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node/11916428853,unassigned_point,node/11916428853,no,40.6412398,-8.6564715,,private,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node/11980639518,unassigned_point,node/11980639518,no,40.9704169,-8.1640664,Casa do Soutinho,customers,,,,,,PT,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,16,11 kW,400,0,0,0,0
node/12132803542,unassigned_point,node/12132803542,no,39.758995,-9.024683,Orbitur,customers,,,,,,PT,,,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
node/12176582185,unassigned_point,node/12176582185,no,37.6463528,-8.1289533,Monte da Ameixa,customers,,,,,,PT,,,0,0,0,0,0,0,0,0,0,0,0,0,1,32,7.4 kW,230,0,0,0,0,0,0,0,0
node/12288652504,unassigned_point,node/12288652504,yes,40.1945523,-8.4081769,,permissive,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node/12310249499,unassigned_point,node/12310249499,no,41.5315361,-8.6315808,,private,24/7,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node/12358149640,unassigned_point,node/12358149640,no,41.557854,-8.4181368,Hotel Villa Garden,customers,,,,,,PT,,,0,0,0,0,0,0,0,0,0,0,0,0,1,32,22 kW,400,0,0,0,0,0,0,0,0
node/12444105322,unassigned_point,node/12444105322,no,41.4325438,-8.3298286,,customers,,,,,,PT,,,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
node/12456098939,unassigned_point,node/12456098939,yes,39.8065866,-7.515753,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node/12456098940,unassigned_point,node/12456098940,yes,39.8065573,-7.51575,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node/12456098941,unassigned_point,node/12456098941,yes,39.8065281,-7.515747,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node/12456098942,unassigned_point,node/12456098942,yes,39.8064997,-7.5157434,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node/12456098943,unassigned_point,node/12456098943,yes,39.8064704,-7.5157406,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node/12456098944,unassigned_point,node/12456098944,yes,39.8064403,-7.5157372,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node/12456098945,unassigned_point,node/12456098945,yes,39.8064138,-7.5157357,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node/12456098964,unassigned_point,node/12456098964,yes,39.806389,-7.5157334,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node/12456141524,unassigned_point,node/12456141524,yes,41.2080714,-8.6884007,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node/12456141525,unassigned_point,node/12456141525,yes,41.2080986,-8.6884012,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node/12456141526,unassigned_point,node/12456141526,yes,41.2080986,-8.6883948,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node/12456141527,unassigned_point,node/12456141527,yes,41.2081269,-8.6884022,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node/12456141528,unassigned_point,node/12456141528,yes,41.2081269,-8.6883958,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node/12456141529,unassigned_point,node/12456141529,yes,41.2081539,-8.6884029,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node/12456141530,unassigned_point,node/12456141530,yes,41.2081539,-8.6883965,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node/12456141531,unassigned_point,node/12456141531,yes,41.2081805,-8.6884036,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node/12456141532,unassigned_point,node/12456141532,yes,41.2081805,-8.6883972,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node/12456141533,unassigned_point,node/12456141533,yes,41.2082095,-8.6884046,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node/12456141534,unassigned_point,node/12456141534,yes,41.2082095,-8.6883982,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node/12456141535,unassigned_point,node/12456141535,yes,41.2082385,-8.688399,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node/12472100489,unassigned_point,node/12472100489,no,38.0499478,-7.9267247,Herdade da Figueirinha,customers,,,,,,PT,,,0,0,0,0,0,0,0,0,0,0,0,0,1,32,22 kW,400,0,0,0,0,0,0,0,0
node/12489929764,unassigned_point,node/12489929764,no,40.6462753,-8.7318584,Capitania do Porto de Aveiro,private,24/7,,,,,PT,,,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
node/12489929765,unassigned_point,node/12489929765,no,40.6463593,-8.7320843,Capitania do Porto de Aveiro,private,24/7,,,,,PT,,,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
node/12489929766,unassigned_point,node/12489929766,no,40.6463679,-8.732146,Capitania do Porto de Aveiro,private,24/7,,,,,PT,,,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
node/12489929767,unassigned_point,node/12489929767,no,40.6462494,-8.7318128,Capitania do Porto de Aveiro,private,24/7,,,,,PT,,,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
node/12558913472,unassigned_point,node/12558913472,yes,37.1043194,-8.1926755,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node/12574536068,unassigned_point,node/12574536068,yes,40.6204235,-8.5685108,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node/12593205557,unassigned_point,node/12593205557,no,38.7511824,-8.9418393,,private,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node/12593258487,unassigned_point,node/12593258487,no,38.7516377,-8.9426565,Freeport Lisboa Fashion Outlet,,24/7,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node/12593259090,unassigned_point,node/12593259090,no,38.751234,-8.9417859,,private,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node/12643984860,unassigned_point,node/12643984860,yes,38.7256735,-9.2154083,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node/12674315195,unassigned_point,node/12674315195,no,40.9703854,-8.1640133,Casa do Soutinho,customers,,,,,,PT,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,16,11 kW,400,0,0,0,0
node/12687078678,unassigned_point,node/12687078678,yes,32.648526,-16.8528507,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node/12716642585,unassigned_point,node/12716642585,yes,41.2791712,-7.7119134,,private,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
node/12716642586,unassigned_point,node/12716642586,yes,41.2791607,-7.7118311,,private,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
node/12716642587,unassigned_point,node/12716642587,yes,41.2791491,-7.7117473,,private,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
node/12804909286,unassigned_point,node/12804909286,no,38.09379,-8.716204,Hotel Casas Monte Sardinha,customers,,,,,,PT,,,0,0,0,0,0,0,0,0,0,0,0,0,1,32,22 kW,400,0,0,0,0,0,0,0,0
node/12820464630,unassigned_point,node/12820464630,no,41.3004829,-8.7061875,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node/12846852963,unassigned_point,node/12846852963,no,38.7396575,-9.1364609,,yes,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,2,32,7.4 kW,0,0,0,0,0,0,0,0,0
node/12902180599,unassigned_point,node/12902180599,no,41.2099349,-7.7857608,,yes,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,3.7 kW,230,0,0,0,0
node/12914014785,unassigned_point,node/12914014785,no,38.7758493,-9.3412904,Solum,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node/12995863894,unassigned_point,node/12995863894,no,37.094929,-7.6775745,GAPREI,private,24/7,Mobi.E,,,,PT,,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,6.9 kW,230,0,0,0,0,0,0,0,0
node/13062393966,unassigned_point,node/13062393966,yes,37.1192975,-7.6274628,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node/13093194000,unassigned_point,node/13093194000,no,39.8076289,-8.8423808,Lisotel,customers,,,,,,PT,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,22 kW,0,0,0,0,0
node/13124962944,unassigned_point,node/13124962944,no,38.5325887,-28.3284751,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node/13145193118,unassigned_point,node/13145193118,yes,38.772538,-9.3543032,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
node/13159968940,unassigned_point,node/13159968940,no,41.2099383,-7.7857762,,yes,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,16,3.7 kW,230,0,0,0,0,0,0,0,0
node/13184746439,unassigned_point,node/13184746439,no,39.4781408,-8.5370904,C.M. Torres Novas,yes,24/7,,,,,PT,,,0,0,0,0,0,0,0,0,0,0,0,0,1,32,22 kW,400,0,0,0,0,0,0,0,0
node/13184746440,unassigned_point,node/13184746440,no,39.4781998,-8.5370488,C.M. Torres Novas,yes,24/7,,,,,PT,,,0,0,0,0,0,0,0,0,0,0,0,0,1,32,22 kW,400,0,0,0,0,0,0,0,0
