identifier,type,id,construction/disused,latitude,longitude,operator,access,opening_hours,network,addr:street,addr:city,addr:postcode,addr:country,phone,website,socket:chademo,socket:chademo:current,socket:chademo:output,socket:chademo:voltage,socket:tesla_destination,socket:tesla_destination:current,socket:tesla_destination:output,socket:tesla_destination:voltage,socket:tesla_supercharger_ccs,socket:tesla_supercharger_ccs:current,socket:tesla_supercharger_ccs:output,socket:tesla_supercharger_ccs:voltage,socket:type2,socket:type2:current,socket:type2:output,socket:type2:voltage,socket:type2_cable,socket:type2_cable:current,socket:type2_cable:output,socket:type2_cable:voltage,socket:type2_combo,socket:type2_combo:current,socket:type2_combo:output,socket:type2_combo:voltage
PTG-00012,unassigned_point,node/9755551603,no,39.29742,-7.4280918,Iberdrola,yes,24/7,Mobi.E,Rua General Conde Jorge Avilez,Portalegre,,PT,+351 800 607 717,https://www.mobie.pt/,1,125,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,350,160 kW,1000
PTG-00014,unassigned_point,node/9904678550,no,39.2818004,-7.4304592,EDP,yes,24/7,Mobi.E,,,,PT,+351 800 222 222,https://www.mobie.pt,1,125,50 kW,500,0,0,0,0,0,0,0,0,1,32,22 kW,400,0,0,0,0,1,200,90 kW,1000
PTG-00016,unassigned_point,node/9572465513,no,39.2767967,-7.4324846,EDP,yes,Mo-Sa 08:30-20:00; Su 09:00-13:00,Mobi.E,,,,PT,+351 800 222 222,https://www.mobie.pt/,1,125,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,1,32,22 kW,400,1,200,90 kW,1000
PTG-00019,unassigned_point,node/11380474040,no,39.2765728,-7.429702,EDP,yes,24/7,Mobi.E,,,,PT,+351 800 222 222,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
PTG-00021 - Pingo Doce,unassigned_point,node/10990150878,no,39.2992275,-7.4292659,Atlante,yes,09:00-21:00,Mobi.E,,,,PT,+351 800 296 929;+351 234 246 050,https://www.mobie.pt/,1,120,30 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,1,32,22 kW,400,1,75,30 kW,500
PTG-00023,unassigned_point,node/11624943332,no,39.2789331,-7.4318513,Cepsa,yes,24/7,Mobi.E,,,,PT,,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,500,150 kW,1000
PTG-00024,unassigned_point,node/11678732876,no,39.2803821,-7.4314604,Charging Together,yes,24/7,Mobi.E,,,,PT,+351 800 917 576,https://www.mobie.pt,1,200,80 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,500,150 kW,1000
PTG-00027/28 -> PTG-00027,child_point,child/node/12590419695,no,39.28309825,-7.4313005,InstaVolt,yes,24/7,Mobi.E,,,,PT,,https://www.mobie.pt/,1,125,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,500,160 kW,1000
PTG-00027/28 -> PTG-00028,child_point,child/node/12590441609,no,39.28309825,-7.4313005,InstaVolt,yes,24/7,Mobi.E,,,,PT,,https://www.mobie.pt/,1,125,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,500,160 kW,1000
PTG-00029,unassigned_point,node/12712893499,no,39.268946,-7.4199977,Prio.E,yes,24/7,Mobi.E,,,,PT,+351 800 100 303,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,400,180 kW,1000
PTG-00031,unassigned_point,node/8289952652,no,39.2808014,-7.4310554,Galp Power,yes,24/7,Mobi.E,,Portalegre,,PT,+351 800 249 249,https://www.mobie.pt,1,120,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,1,63,43 kW,400,1,125,50 kW,500
PTG-90001,unassigned_point,node/7770882156,no,39.2959538,-7.4298444,Galp Power,yes,24/7,Mobi.E,,,,PT,+351 800 249 249,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,2,16,3.7 kW,230,0,0,0,0,0,0,0,0
PTL-00003,unassigned_point,node/8082083828,no,41.7673967,-8.5818699,EVCE,yes,24/7,Mobi.E,Calçada dos Quarteis,Ponte de Lima,,PT,+351 800 301 303,https://www.mobie.pt,1,120,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,125,50 kW,500
PTL-00007,unassigned_point,node/9045571734,no,41.7736162,-8.5924333,Powerdot,yes,24/7,Mobi.E,,,,PT,+351 800 180 292,https://www.mobie.pt,1,120,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,1,63,43 kW,400,1,125,50 kW,500
PTL-00008,unassigned_point,node/9455303727,no,41.7442904,-8.6097434,Powerdot,yes,24/7,Mobi.E,,,,PT,+351 800 180 292,https://www.mobie.pt,1,120,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,1,63,43 kW,400,1,125,50 kW,500
PTL-00009,unassigned_point,node/9847807941,no,41.766339,-8.5949246,Repsol,yes,24/7,Mobi.E,,,,PT,+351 800 226 624,https://www.mobie.pt,1,80,30 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,1,32,22 kW,400,1,80,30 kW,1000
PTL-00011,unassigned_point,node/9847687372,no,41.7589274,-8.5856779,EDP,yes,24/7,Mobi.E,,,,PT,+351 800 222 222,https://www.mobie.pt/,1,125,50 kW,500,0,0,0,0,0,0,0,0,1,32,22 kW,400,0,0,0,0,1,200,90 kW,1000
PTL-00016,unassigned_point,node/11735162516,no,41.809174,-8.6764492,Iberdrola,yes,24/7,Mobi.E,,,,PT,+351 800 607 717,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,16,11 kW,400,0,0,0,0
PTL-00018,unassigned_point,node/11914242913,no,41.6512127,-8.6228161,Logical Gravity,yes,24/7,Mobi.E,,,,PT,+351 210 939 606;+351 224 801 080,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
PTL-00019,unassigned_point,node/11931550463,no,41.761356,-8.588931,EDP,yes,24/7,Mobi.E,,,,,+351 800 222 222,https://www.mobie.pt/,1,125,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,1,32,22 kW,400,1,125,50 kW,500
PTL-00020,unassigned_point,node/12629968522,no,41.752808,-8.581097,Galp Power,yes,24/7,Mobi.E,,,,PT,+351 800 249 249,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,250,200 kW,1000
PTL-00021,unassigned_point,node/12471463236,no,41.761392,-8.5889715,EDP,yes,24/7,Mobi.E,,,,PT,+351 800 222 222,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,300,120 kW,1000
PTL-00022/23 -> PTL-00022,child_point,child/node/12887403403,no,41.782743249999996,-8.586459650000002,Charging Together,yes,24/7,Mobi.E,,,,PT,+351 800 917 576,https://www.mobie.pt,1,200,80 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,500,150 kW,1000
PTL-00022/23 -> PTL-00023,child_point,child/node/12887403404,no,41.782743249999996,-8.586459650000002,Charging Together,yes,24/7,Mobi.E,,,,PT,+351 800 917 576,https://www.mobie.pt,1,200,80 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,500,150 kW,1000
PTL-00027,unassigned_point,node/8235113638,no,41.7718678,-8.5744737,Galp Power,yes,24/7,Mobi.E,,Ponte de Lima,,PT,+351 800 249 249,https://www.mobie.pt,1,120,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,1,63,43 kW,400,1,125,50 kW,500
PTL-00029,unassigned_point,node/13108505676,no,41.784125,-8.6028501,Charging Together,yes,24/7,Mobi.E,,,,,+351 800 917 576,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,600,200 kW,1000
PTL-00030,unassigned_point,node/13108555930,no,41.7841811,-8.6027697,Charging Together,yes,24/7,Mobi.E,,,,,+351 800 917 576,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,600,400 kW,1000
PTL-00031,unassigned_point,node/13108555929,no,41.784179,-8.6026563,Charging Together,yes,24/7,Mobi.E,,,,,+351 800 917 576,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,600,400 kW,1000
PTM-00003 - Decathlon,unassigned_point,node/7137663425,no,37.1491703,-8.5501206,EV Power,yes,Mo-Su 09:00-21:00,Mobi.E,Rua Adega da Cooperativa,Portimão,,PT,+351 800 254 565,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
PTM-00018/19/20 -> PTM-00018,child_point,child/node/8416598081,no,37.1390076,-8.53845765,Maksu Services,yes,24/7,Mobi.E,,,,PT,+351 800 910 124,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,1,32,22 kW,400,0,0,0,0,0,0,0,0
PTM-00018/19/20 -> PTM-00019,child_point,child/node/12946999297,no,37.1390076,-8.53845765,Maksu Services,yes,24/7,Mobi.E,,,,PT,+351 800 910 124,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,1,32,22 kW,400,0,0,0,0,0,0,0,0
PTM-00018/19/20 -> PTM-00020,child_point,child/node/12946999296,no,37.1390076,-8.53845765,Maksu Services,yes,24/7,Mobi.E,,,,PT,+351 800 910 124,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,1,32,22 kW,400,0,0,0,0,0,0,0,0
PTM-00031,unassigned_point,node/10634795501,no,37.1474203,-8.5434114,EDP,yes,24/7,Mobi.E,,,,PT,+351 800 222 222,https://www.mobie.pt/,1,120,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,1,32,22 kW,400,1,125,50 kW,500
PTM-00032,unassigned_point,node/10634795500,no,37.147376,-8.5433733,EDP,yes,24/7,Mobi.E,,,,PT,+351 800 222 222,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
PTM-00033,unassigned_point,node/10634795499,no,37.1473424,-8.5432969,EDP,yes,24/7,Mobi.E,,,,PT,+351 800 222 222,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,7.4 kW,230,0,0,0,0,0,0,0,0
PTM-00034,unassigned_point,node/12716096152,no,37.1473104,-8.543222,EDP,yes,24/7,Mobi.E,,,,PT,+351 800 222 222,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,7.4 kW,230,0,0,0,0,0,0,0,0
PTM-00037,unassigned_point,node/8206970204,no,37.1306135,-8.5453411,Galp Geste,yes,24/7,Mobi.E,Avenida São Lourenço da Barrosa (V6),Portimão,,PT,+351 800 249 249,https://www.mobie.pt,1,120,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,1,63,43 kW,400,1,125,50 kW,500
PTM-00039…41 -> PTM-00039,child_point,child/node/11071979375,no,37.135320400000005,-8.53540155,Repsol,yes,24/7,Mobi.E,,,,PT,+351 800 226 624,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,1,32,22 kW,400,0,0,0,0,0,0,0,0
PTM-00039…41 -> PTM-00040,child_point,child/node/12942414548,no,37.135320400000005,-8.53540155,Repsol,yes,24/7,Mobi.E,,,,PT,+351 800 226 624,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,1,32,7.4 kW,230,0,0,0,0,0,0,0,0
PTM-00039…41 -> PTM-00041,child_point,child/node/11071979374,no,37.135320400000005,-8.53540155,Repsol,yes,24/7,Mobi.E,,,,PT,+351 800 226 624,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,1,32,7.4 kW,230,0,0,0,0,0,0,0,0
PTM-00042/45 -> PTM-00042,child_point,child/node/11386032321,no,37.14765218459627,-8.549737154655466,Powerdot,yes,24/7,Mobi.E,,,,PT,+351 800 180 292,https://www.mobie.pt/,1,125,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,500,200 kW,1000
PTM-00042/45 -> PTM-00042,child_point,child/node/12862662391,no,37.14765218459627,-8.549737154655466,Powerdot,yes,24/7,Mobi.E,,,,PT,+351 800 180 292,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,500,200 kW,1000
PTM-00042/45 -> PTM-00042,child_point,child/node/12862662392,no,37.14765218459627,-8.549737154655466,Powerdot,yes,24/7,Mobi.E,,,,PT,+351 800 180 292,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,500,200 kW,1000
PTM-00042/45 -> PTM-00045,child_point,child/node/12862662393,no,37.14765218459627,-8.549737154655466,Powerdot,yes,24/7,Mobi.E,,,,PT,+351 800 180 292,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,1,32,22 kW,400,0,0,0,0,0,0,0,0
PTM-00043/44 -> PTM-00043,child_point,child/node/11275817599,no,37.144894,-8.5443305,Powerdot,yes,07:00-18:00,Mobi.E,,,,PT,+351 800 180 292,https://www.mobie.pt/,1,120,50 kW,500,0,0,0,0,0,0,0,0,1,32,22 kW,400,0,0,0,0,1,125,50 kW,500
PTM-00043/44 -> PTM-00044,child_point,child/node/12862656249,no,37.144894,-8.5443305,Powerdot,yes,07:00-18:00,Mobi.E,,,,PT,+351 800 180 292,https://www.mobie.pt/,1,120,50 kW,500,0,0,0,0,0,0,0,0,1,32,22 kW,400,0,0,0,0,1,125,50 kW,500
PTM-00046,unassigned_point,node/11705037615,no,37.1176569,-8.529549,EV Power,yes,24/7,Mobi.E,,,,PT,+351 800 254 565,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,300,120 kW,1000
PTM-00047,unassigned_point,node/11382360064,no,37.118437,-8.5294436,EV Power,yes,24/7,Mobi.E,,,,PT,+351 800 254 565,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
PTM-00050,unassigned_point,node/10647595603,no,37.1341383,-8.590945,Atlante,yes,08:00-21:30,Mobi.E,,,,PT,+351 800 296 929;+351 234 246 050,https://www.mobie.pt/,1,120,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,1,32,22 kW,400,1,125,50 kW,500
PTM-00051,unassigned_point,node/10675888135,no,37.1419792,-8.5423797,Atlante,yes,24/7,Mobi.E,,,,PT,+351 800 296 929;+351 234 246 050,https://www.mobie.pt/,1,120,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,1,32,22 kW,400,1,125,50 kW,500
PTM-00052,unassigned_point,node/10722186299,no,37.1469282,-8.5494034,Atlante,yes,24/7,Mobi.E,,,,PT,+351 800 296 929;+351 234 246 050,https://www.mobie.pt/,1,120,30 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,1,32,22 kW,400,1,125,30 kW,500
PTM-00053,unassigned_point,node/9659313462,no,37.1306069,-8.5751402,KLC Serviços,yes,24/7,Mobi.E,,,,PT,+351 800 202 060,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
PTM-00056,unassigned_point,node/11513954841,no,37.1497808,-8.5394306,Repsol,yes,24/7,Mobi.E,,,,,+351 800 226 624,https://www.mobie.pt/,1,125,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,1,32,22 kW,400,1,150,60 kW,1000
PTM-00057,unassigned_point,node/10647619605,no,37.1348042,-8.5372798,Atlante,yes,08:00-21:30,Mobi.E,,,,PT,+351 800 296 929;+351 234 246 050,https://www.mobie.pt/,1,125,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,250,100 kW,500
PTM-00058/59 -> PTM-00058,child_point,child/node/12046802450,no,37.15284054409596,-8.555029515055459,Powerdot,yes,24/7,Mobi.E,,,,PT,+351 800 180 292,https://www.mobie.pt,1,125,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,300,200 kW,1000
PTM-00058/59 -> PTM-00058,child_point,child/node/12697546133,no,37.15284054409596,-8.555029515055459,Powerdot,yes,24/7,Mobi.E,,,,PT,+351 800 180 292,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,250,200 kW,1000
PTM-00058/59 -> PTM-00058,child_point,child/node/12697546134,no,37.15284054409596,-8.555029515055459,Powerdot,yes,24/7,Mobi.E,,,,PT,+351 800 180 292,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,250,200 kW,1000
PTM-00058/59 -> PTM-00059,child_point,child/node/12697546132,no,37.15284054409596,-8.555029515055459,Powerdot,yes,24/7,Mobi.E,,,,PT,+351 800 180 292,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,1,16,11 kW,400,0,0,0,0,0,0,0,0
PTM-00067,unassigned_point,node/12236302762,no,37.1451011,-8.5551802,EDP,yes,24/7,Mobi.E,,,,PT,+351 800 222 222,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,7.4 kW,230,0,0,0,0,0,0,0,0
PTM-00071,unassigned_point,node/12787881224,no,37.1176381,-8.5295333,EV Power,yes,24/7,Mobi.E,,,,PT,+351 800 254 565,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32,7.4 kW,230,0,0,0,0
PTM-00072,unassigned_point,node/12787881223,no,37.117625,-8.5295232,EV Power,yes,24/7,Mobi.E,,,,PT,+351 800 254 565,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32,7.4 kW,230,0,0,0,0
PTM-00073,unassigned_point,node/12841629308,no,37.11761,-8.5295086,EV Power,yes,24/7,Mobi.E,,,,PT,+351 800 254 565,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32,7.4 kW,230,0,0,0,0
PTM-00074,unassigned_point,node/9799679405,no,37.1341714,-8.5462742,Galp Power,yes,24/7,Mobi.E,,Portimão,,PT,+351 800 249 249,https://www.mobie.pt/,1,120,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,1,32,22 kW,400,1,125,50 kW,500
PTM-90001,unassigned_point,node/7190841643,no,37.1198071,-8.5361751,Galp Power,yes,24/7,Mobi.E,Rua António Feu,Portimão,,PT,+351 800 249 249,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
PTM-90008,unassigned_point,node/8270246278,no,37.1364305,-8.5348195,Galp Power,yes,24/7,Mobi.E,,,,PT,+351 800 249 249,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
PVC-00001,unassigned_point,node/8082074289,no,37.7708536,-25.2953057,Galp Geste,yes,24/7,Mobi.E,Estrada Regional dos Tambores,Furnas,,PT,+351 800 249 249,https://www.mobie.pt,1,120,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,1,63,43 kW,400,1,125,50 kW,500
PVC-00003,unassigned_point,node/8270360530,no,37.7465023,-25.2457184,SEGMA,yes,24/7,Mobi.E,,,,PT,+351 296 20 22 09,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
PVL-00001,unassigned_point,node/8313042316,no,41.574281,-8.2702777,EDP,yes,24/7,Mobi.E,,,,PT,+351 800 222 222,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
PVL-00003…5 -> PVL-00003,child_point,child/node/12018724387,no,41.5737222371276,-8.264961526398418,EVCE,yes,24/7,Mobi.E,,,,PT,+351 800 301 303,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,1,32,22 kW,400,0,0,0,0,0,0,0,0
PVL-00006,unassigned_point,node/11410771630,no,41.5941595,-8.2223864,EDP,yes,24/7,Mobi.E,,,,PT,+351 800 222 222,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
PVL-00007,unassigned_point,node/12949684373,no,41.5753359,-8.2769749,Galp Power,yes,24/7,Mobi.E,,,,PT,+351 800 249 249,https://www.mobie.pt/,1,120,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,1,32,22 kW,400,1,125,50 kW,500
PVZ-00002,unassigned_point,node/8231889334,no,41.392755,-8.7546042,Prio.E,yes,24/7,Mobi.E,Avenida 25 de Abril,Póvoa de Varzim,,PT,+351 800 100 303,https://www.mobie.pt,1,120,30 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,125,30 kW,500
PVZ-00003,unassigned_point,node/8231881680,no,41.3867932,-8.7645987,Mobiletric,yes,24/7,Mobi.E,Praça Luis de Camões,Póvoa de Varzim,,PT,+351 800 249 249,https://www.mobie.pt,1,120,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,125,50 kW,500
PVZ-00004,unassigned_point,node/12530060435,no,41.3868143,-8.7646101,Mobiletric,yes,24/7,Mobi.E,Praça Luis de Camões,Póvoa de Varzim,,PT,+351 800 249 249,https://www.mobie.pt,1,120,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,125,50 kW,500
PVZ-00005/6 -> PVZ-00005,child_point,child/node/8377001469,no,41.38216915,-8.761481000000002,EDP,yes,24/7,Mobi.E,,,,PT,+351 800 222 222,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
PVZ-00005/6 -> PVZ-00006,child_point,child/node/13104592722,no,41.38216915,-8.761481000000002,EDP,yes,24/7,Mobi.E,,,,PT,+351 800 222 222,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
PVZ-00011,unassigned_point,node/8693944208,no,41.3888558,-8.7635879,Galp Power,yes,24/7,Mobi.E,Avenida do Mar,Póvoa de Varzim,,PT,+351 800 249 249,https://www.mobie.pt,1,120,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,1,63,43 kW,400,1,125,50 kW,500
PVZ-00012,unassigned_point,node/9455737718,no,41.374819,-8.7461633,Repsol,yes,24/7,Mobi.E,,,,PT,+351 800 226 624,https://www.mobie.pt/,1,120,30 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,1,32,22 kW,400,1,80,30 kW,1000
PVZ-00013…15/47…49 -> PVZ-00013,child_point,child/node/9455684849,no,41.378042050000005,-8.76024635,Maksu Services,yes,24/7,Mobi.E,,,,PT,+351 800 910 124,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,1,32,22 kW,400,0,0,0,0,0,0,0,0
PVZ-00013…15/47…49 -> PVZ-00014,child_point,child/node/13042782939,no,41.378042050000005,-8.76024635,Maksu Services,yes,24/7,Mobi.E,,,,PT,+351 800 910 124,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,1,32,22 kW,400,0,0,0,0,0,0,0,0
PVZ-00013…15/47…49 -> PVZ-00015,child_point,child/node/13042782938,no,41.378042050000005,-8.76024635,Maksu Services,yes,24/7,Mobi.E,,,,PT,+351 800 910 124,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,1,32,22 kW,400,0,0,0,0,0,0,0,0
PVZ-00013…15/47…49 -> PVZ-00047,child_point,child/node/13042782937,no,41.378042050000005,-8.76024635,Maksu Services,yes,24/7,Mobi.E,,,,PT,+351 800 910 124,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32,22 kW,400,0,0,0,0
PVZ-00013…15/47…49 -> PVZ-00048,child_point,child/node/13042782936,no,41.378042050000005,-8.76024635,Maksu Services,yes,24/7,Mobi.E,,,,PT,+351 800 910 124,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32,22 kW,400,0,0,0,0
PVZ-00013…15/47…49 -> PVZ-00049,child_point,child/node/13042782935,no,41.378042050000005,-8.76024635,Maksu Services,yes,24/7,Mobi.E,,,,PT,+351 800 910 124,https://www.mobie.pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32,22 kW,400,0,0,0,0
PVZ-00016,unassigned_point,node/9588613160,no,41.3944786,-8.7672457,EDP,yes,24/7,Mobi.E,,,,PT,+351 800 222 222,https://www.mobie.pt/,1,125,50 kW,500,0,0,0,0,0,0,0,0,1,32,22 kW,400,0,0,0,0,1,200,90 kW,1000
PVZ-00017 - Mercadona,unassigned_point,node/9703659445,no,41.3930001,-8.751639,Iberdrola,yes,09:00-21:30,Mobi.E,,,,PT,+351 800 607 717,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,0,0,0,0
PVZ-00018/19 - Casa dos Frangos,unassigned_point,node/10022555440,no,41.4045398,-8.7672719,Iberdrola,yes,24/7,Mobi.E,,,,PT,+351 800 607 717,https://www.mobie.pt/,1,120,50 kW,500,0,0,0,0,0,0,0,0,2,32,22 kW,400,0,0,0,0,1,125,50 kW,500
PVZ-00023 - Preços Baixos,unassigned_point,node/10700491813,no,41.4144669,-8.65192,Helexia II,yes,09:00-21:00,Mobi.E,,,,PT,+351 210 181 157,https://www.mobie.pt/,1,120,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,1,16,11 kW,400,1,125,50 kW,500
PVZ-00026 - Preços Baixos,unassigned_point,node/10700486291,no,41.3770702,-8.7585982,Helexia II,yes,09:00-21:00,Mobi.E,,,,PT,+351 210 181 157,https://www.mobie.pt/,1,120,50 kW,500,0,0,0,0,0,0,0,0,0,0,0,0,1,16,11 kW,400,1,125,50 kW,500
PVZ-00027/28 - Parking Casino da Póvoa,unassigned_point,node/11014854736,no,41.3777426,-8.7652235,EDP,yes,24/7,Mobi.E,,,,PT,+351 800 222 222,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,4,32,7.4 kW,230,0,0,0,0,0,0,0,0
PVZ-00029,unassigned_point,node/10948848125,no,41.3792569,-8.7588347,Galp Power,yes,24/7,Mobi.E,,,,PT,+351 800 249 249,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,375,150 kW,1000
PVZ-00030,unassigned_point,node/11487067610,no,41.3779799,-8.7660925,EcoInside,yes,24/7,Mobi.E,,,,PT,+351 22 617 33 43,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,200,100 kW,1000
PVZ-00031,unassigned_point,node/11488012146,no,41.386504,-8.7711157,EcoInside,yes,24/7,Mobi.E,,,,PT,+351 22 617 33 43,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,200,100 kW,1000
PVZ-00032,unassigned_point,node/11509354248,no,41.403101,-8.770266,EcoInside,yes,24/7,Mobi.E,,,,PT,+351 22 617 33 43,https://www.mobie.pt/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,200,100 kW,1000
